	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
137	138	David Attenborough working on new documentary about animals and colour	데이비드 애튼버러, 동물과 색상에 대한 새 다큐멘터리 제작해	동물과 색깔에 관한 새로운 다큐멘터리를 제작하는 데이비드 애튼버러	David Attenborough는 동물과 색깔에 관한 새로운 다큐멘터리를 작업하고 있다.	1	1	2	F	동물 과 색깔 에 관한 새로운 다큐멘터리 를 제작 하 는 데이비드 애튼버러	David Attenborough 는 동물 과 색깔 에 관한 새로운 다큐멘터리 를 작업 하 고 있 다 .
138	139	David Attenborough is 93-years-old but the iconic nature guru is not slowing down just yet.	데이비드 애튼버러는 93세의 나이에도 불구하고 자연 분야의 상징적인 권위자로서 활동을 늦추지 않고 있다.	데이비드 애튼버러(David Attenborough)는 93세지만 자연계의 상징적인 전문가인 데이비드 애튼버러는 아직 속도를 늦추지 않고 있다.	데이비드 애튼버러는 93세지만 상징적인 자연 전문가는 아직 속도를 늦추지 않고 있다.	1	2	3	F	데이비드 애튼버러 ( David Attenborough ) 는 93 세 지만 자연 계 의 상징 적 인 전문가 인 데이비드 애튼버러 는 아직 속도 를 늦추 지 않 고 있 다 .	데이비드 애튼버러 는 93 세 지만 상징 적 인 자연 전문가 는 아직 속도 를 늦추 지 않 고 있 다 .
139	140	No, after the success of his groundbreaking Netflix documentary Our Planet, the much loved star is set to return with another series: Life In Colour.	그렇다, 그의 획기적인 넷플릭스 다큐멘터리인 ‘우리의 지구’의 성공 이후 사랑받는 스타인 애튼버러는 새로운 시리즈를 통해 컴백할 예정이다. 바로 ‘생명의 색채'이다.	아니요, 넷플릭스 다큐멘터리 '아워 플래닛'의 성공 이후, 많은 사랑을 받고 있는 스타는 또 다른 시리즈로 돌아올 예정입니다. '라이프 인 컬러(Life In Color.	아니, 그의 획기적인 넷플릭스 다큐멘터리 '우리 행성'의 성공 이후, 많은 사랑을 받고 있는 이 스타는 또 다른 시리즈인 'Life In Color'로 돌아올 예정이다.	1	3	2	F	아니요 , 넷플릭스 다큐멘터리 ' 아워 플래닛 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 스타 는 또 다른 시리즈 로 돌아올 예정 입니다 . ' 라이프 인 컬러 ( Life In Color .	아니 , 그 의 획기 적 인 넷플릭스 다큐멘터리 ' 우리 행성 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 이 스타 는 또 다른 시리즈 인 ' Life In Color ' 로 돌아올 예정 이 다 .
140	141	This time, the father-of-two will look at how animals use colour in their lives through high-tech cameras that were built especially for the programme.	이번에는 두 아이를 둔 애튼버러가 이 프로그램을 위해 특수 제작된 최첨단 카메라를 통해 동물들이 일상생활에서 색상을 어떻게 활용하는지 살펴볼 것이다.	이번에는, 두 아이의 아버지가 이 프로그램을 위해 특별히 만들어진 첨단 카메라를 통해 동물들이 어떻게 그들의 삶에서 색을 사용하는지 살펴볼 것이다.	이번에는 두 아이의 아버지가 특히 프로그램을 위해 만들어진 첨단 카메라를 통해 동물들이 어떻게 그들의 삶에서 색을 사용하는지 살펴볼 것이다.	1	1	2	F	이번 에 는 , 두 아이 의 아버지 가 이 프로그램 을 위해 특별히 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .	이번 에 는 두 아이 의 아버지 가 특히 프로그램 을 위해 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .
141	142	"The BBC have revealed that the star aims to show ""a world of colour normally invisible to human eyes"" — and it sounds truly fascinating."	"BBC에 따르면, 애튼버러의 목표는 ""보통 인간의 눈으로는 볼 수 없는 색상의 세계""를 보여주는 것이다. 그리고 그건 진심으로 멋질 것 같다."	"BBC는 이 스타가 ""보통 사람의 눈에 보이지 않는 색의 세계""를 보여주는 것을 목표로 하고 있다고 밝혔으며, 이는 정말 매력적으로 들린다."	"BBC는 이 스타가 ""일반적으로 인간의 눈에 보이지 않는 색깔의 세계""를 보여주는 것을 목표로 하고 있으며, 그것은 정말 매혹적으로 들린다고 밝혔다."	1	2	2	F	"BBC 는 이 스타 가 "" 보통 사람 의 눈 에 보이 지 않 는 색 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 다고 밝혔으며 , 이 는 정말 매력 적 으로 들린다 ."	"BBC 는 이 스타 가 "" 일반 적 으로 인간 의 눈 에 보이 지 않 는 색깔 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 으며 , 그것 은 정말 매혹 적 으로 들린다고 밝혔 다 ."
142	143	However, despite fans being eager for the upcoming release, it seems we all need to sit tight as it won't be dropping on our screens until 2021.	그러나 팬들이 이 신작의 개봉을 손꼽아 기다리고 있긴 하지만, 2021년까지 방영되지 않을 모양인 만큼 우리 모두 그때까지 참고 기다려야 할 것 같다.	하지만 팬들이 이번 개봉을 간절히 바라고 있음에도 불구하고 2021년까지 스크린에 떨어지지 않을 것이기 때문에 우리 모두 긴장해야 할 것 같다.	하지만, 팬들이 다가오는 개봉을 열망하고 있음에도 불구하고, 우리 모두는 2021년까지 스크린에 떨어지지 않을 것이기 때문에 꼼짝 않고 앉아 있을 필요가 있는 것 같다.	1	3	2	F	하지만 팬 들 이 이번 개봉 을 간절히 바라 고 있 음 에 도 불구 하 고 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 우리 모두 긴장 해야 할 것 같 다 .	하지만 , 팬 들 이 다가오 는 개봉 을 열망 하 고 있 음 에 도 불구 하 고 , 우리 모두 는 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 꼼짝 않 고 앉 아 있 을 필요 가 있 는 것 같 다 .
143	144	But we're sure it'll be worth the wait.	그러나 기다린 보람이 있을 것이라 장담한다.	하지만 기다릴 가치가 있을 거라고 확신해요.	하지만 우리는 그것이 기다릴 가치가 있을 것이라고 확신한다.	2	1	1	F	하지만 기다릴 가치 가 있 을 거 라고 확신 해요 .	하지만 우리 는 그것 이 기다릴 가치 가 있 을 것 이 라고 확신 한다 .
144	145	Earlier this month, David was presented with the TV Choice Lifetime Achievement Award, at the prestigious ceremony in London.	이달 초, 데이비드는 런던의 한 권위 있는 시상식에서 TV 초이스의 평생 공로상을 수상했다.	이달 초, 데이비드는 런던에서 열린 권위 있는 시상식에서 TV Choice Lifetime Achievement Award를 받았다.	이달 초, 데이비드는 런던에서 열린 명망 있는 시상식에서 TV 초이스 평생 공로상을 받았다.	2	1	1	F	이달 초 , 데이비드 는 런던 에서 열린 권위 있 는 시상식 에서 TV Choice Lifetime Achievement Award 를 받 았 다 .	이달 초 , 데이비드 는 런던 에서 열린 명망 있 는 시상식 에서 TV 초이스 평생 공로상 을 받 았 다 .
145	146	The national treasure has entertained millions over his career, which has so far spanned 60 years.	국보급 감독인 데이비드는 60년에 걸친 자신의 커리어를 통해 수백만에게 즐거움을 선사했다.	이 국보는 지금까지 60년 동안 그의 경력 동안 수백만 명의 사람들에게 즐거움을 주었다.	그 국보가 그의 경력에 대해 수백만 달러를 즐겁게 해왔는데, 그것은 지금까지 60년 동안 지속되어 왔다.	1	2	3	F	이 국보 는 지금 까지 60 년 동안 그 의 경력 동안 수백만 명 의 사람 들 에게 즐거움 을 주 었 다 .	그 국보 가 그 의 경력 에 대해 수백만 달러 를 즐겁 게 해왔 는데 , 그것 은 지금 까지 60 년 동안 지속 되 어 왔 다 .
146	147	"When collecting his gong, the reporter enthused: ""Indeed."	수상하는 순간에 그는 열정적으로 말했다. ”사실 그렇다.	"기자는 징을 수집할 때 ""정말입니다.""라고 열변을 토했다."	"기자는 징을 수집할 때 ""실제로."	1	2	3	F	"기자 는 징 을 수집 할 때 "" 정말 입니다 . "" 라고 열변 을 토했 다 ."	"기자 는 징 을 수집 할 때 "" 실제로 ."
147	148	What I do isn't always entertaining, and sometimes people hear things they don't like!”	내가 하는 일이 항상 즐거운 건 아니다. 때로는 사람들이 원치 않는 내용을 전달하기도 한다!”	"제가 하는 일이 항상 즐겁지는 않고, 때때로 사람들은 그들이 좋아하지 않는 말을 듣습니다!"""	"내가 하는 일이 항상 재미있지는 않고, 때로는 사람들이 싫어하는 말을 듣는다!"""	1	2	3	T	"제 가 하 는 일 이 항상 즐겁 지 는 않 고 , 때때로 사람 들 은 그 들 이 좋 아 하 지 않 는 말 을 듣 습니다 ! """	"내 가 하 는 일 이 항상 재미있 지 는 않 고 , 때로 는 사람 들 이 싫 어 하 는 말 을 듣 는다 ! """
148	149	But this is an honour and a great pleasure.	하지만 이 상은 영광스럽고 매우 기쁜 일이다.	"""하지만 이것은 영광이고 큰 기쁨입니다."""	"""하지만 이것은 영광이고 큰 기쁨이다."""	1	1	1	F	""" 하지만 이것 은 영광 이 고 큰 기쁨 입니다 . """	""" 하지만 이것 은 영광 이 고 큰 기쁨 이 다 . """
149	150	"TV Choice said of the winner: ""Still working, learning and making programmes Sir David Attenborough isn't just a British hero, he's a global icon."""	"TV 초이스는 수상자인 데이비드에 대해 다음과 같이 말했다. “데이비드 애튼버러 경은 아직도 일하고 배우고 프로그램을 제작하고 있다. 그는 영국의 영웅일 뿐만 아니라 세계적인 아이콘이다."""	"TV 초이스는 수상자에 대해 ""아직도 일하고, 배우고, 프로그램을 만드는 데이비드 애튼버러 경은 영국의 영웅일 뿐 아니라 세계적인 아이콘이다""라고 말했다."	"TV 초이스는 우승자에 대해 ""데이비드 애튼버러 경은 영국 영웅이 아니라 세계적인 아이콘이다."""	1	2	3	F	"TV 초이스 는 수상자 에 대해 "" 아직 도 일 하 고 , 배우 고 , 프로그램 을 만드 는 데이비드 애튼버러 경은 영국 의 영웅 일 뿐 아니 라 세계 적 인 아이콘 이 다 "" 라고 말 했 다 ."	"TV 초이스 는 우승자 에 대해 "" 데이비드 애튼버러 경은 영국 영웅 이 아니 라 세계 적 인 아이콘 이 다 . """
150	151	This week, David was celebrated once again as a polar research ship was named after him.	이번 주 한 극지방 조사선이 데이비드의 이름을 빌리면서 다시 한번 그가 축하를 받았다.	이번 주, 데이빗은 북극 연구선이 그의 이름을 따서 명명되면서 다시 한번 기념되었다.	이번 주, 데이비드는 극지 연구선의 이름이 그의 이름을 따서 다시 한번 축하받았다.	1	3	2	F	이번 주 , 데이빗 은 북극 연구 선 이 그 의 이름 을 따 서 명명 되 면서 다시 한 번 기념 되 었 다 .	이번 주 , 데이비드 는 극지 연구 선 의 이름 이 그 의 이름 을 따 서 다시 한 번 축하 받 았 다 .
151	152	The star joined both Prince William and Kate for the naming ceremony in Cammell Laird shipyard in Birkenhead, Merseyside.	데이비드는 윌리엄 왕자와 케이트 부부와 함께 머지사이드 비컨헤드에 위치 캐멀 레어드 사의 한 조선소에서 열린 명명식에 참여했다.	이 스타는 머지사이드 버켄헤드에 있는 카멜 레어드 조선소에서 윌리엄 왕자와 케이트 둘 다와 함께 명명식을 가졌다.	이 스타는 윌리엄 왕자와 케이트 왕자와 함께 머지사이드 버켄헤드에 있는 캠멜 레어드 조선소에서 명명식을 가졌다.	2	1	3	F	이 스타 는 머지 사이드 버 켄 헤드 에 있 는 카멜 레어드 조선소 에서 윌리엄 왕자 와 케이트 둘 다와 함께 명명식 을 가졌 다 .	이 스타 는 윌리엄 왕자 와 케이트 왕자 와 함께 머지 사이드 버 켄 헤드 에 있 는 캠멜 레어드 조선소 에서 명명식 을 가졌 다 .
152	153	"He said: ""It's no news to any of you that the world is facing great, great problems and the most aware of that are the young people of today, who will inherit this world.”"	그는 이렇게 말했다. “지구가 커다란 문제에 직면해 있다는 것은 여러분 모두에게 새로운 소식이 아닐 것이다. 이 사실을 누구보다 잘 알고 있는 건 이 세상을 물려받을 오늘날의 젊은이들이다.”	"그는 ""세계가 크고 큰 문제에 직면해 있다는 것은 여러분에게 새로운 소식이 아니며, 가장 잘 알고 있는 것은 이 세상을 물려받을 오늘날의 젊은이들""이라고 말했다."	"그는 ""세상이 위대하고 큰 문제에 직면하고 있으며, 그 문제를 가장 잘 알고 있는 사람은 이 세상을 물려받을 오늘날의 젊은이들이라는 것은 여러분 중 누구에게도 새로운 소식이 아니다.""라고 말했다."	1	2	3	T	"그 는 "" 세계 가 크 고 큰 문제 에 직면 해 있 다는 것 은 여러분 에게 새로운 소식 이 아니 며 , 가장 잘 알 고 있 는 것 은 이 세상 을 물려받 을 오늘날 의 젊은이 들 "" 이라고 말 했 다 ."	"그 는 "" 세상 이 위대 하 고 큰 문제 에 직면 하 고 있 으며 , 그 문제 를 가장 잘 알 고 있 는 사람 은 이 세상 을 물려받 을 오늘날 의 젊은이 들 이 라는 것 은 여러분 중 누구 에게 도 새로운 소식 이 아니 다 . "" 라고 말 했 다 ."
153	154	Great problems require great research and facts in order to solve them.”	엄청난 문제를 해결하기 위해서는 엄청난 연구와 사실이 필요하다.”	"""훌륭한 문제는 해결하기 위해 훌륭한 연구와 사실을 필요로 합니다."""	"""위대한 문제는 그것을 해결하기 위해 훌륭한 연구와 사실이 필요하다."""	1	3	2	T	""" 훌륭 한 문제 는 해결 하 기 위해 훌륭 한 연구 와 사실 을 필요 로 합니다 . """	""" 위대 한 문제 는 그것 을 해결 하 기 위해 훌륭 한 연구 와 사실 이 필요 하 다 . """
